route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
Red-1-0,Red,0,Alewife - Ashmont,,1,10010004,54975444
Red-3-0,Red,0,Alewife - Braintree,,1,10010005,54977472
Red-1-0_70061_70063_2,Red,0,Davis - Ashmont,,4,10010099,54975444-AlewifeDavis2
Red-1-0_70061_70071_2,Red,0,Kendall/MIT - Ashmont,,4,10010099,54978645-AlewifeKendall2
Red-3-0_70061_70063_2,Red,0,Davis - Braintree,,4,10010099,54977472-AlewifeDavis2
Red-3-0_70061_70071_2,Red,0,Kendall/MIT - Braintree,,4,10010099,54978859-AlewifeKendall2
Red-1-1,Red,1,Ashmont - Alewife,,1,10010104,54975448
Red-3-1,Red,1,Braintree - Alewife,,1,10010105,54977389
Red-1-1_70064_70061_0,Red,1,Ashmont - Davis,,4,10010199,54975448-AlewifeDavis0
Red-1-1_70072_70061_0,Red,1,Ashmont - Kendall/MIT,,4,10010199,54978644-AlewifeKendall0
Red-3-1_70064_70061_0,Red,1,Braintree - Davis,,4,10010199,54977389-AlewifeDavis0
Red-3-1_70072_70061_0,Red,1,Braintree - Kendall/MIT,,4,10010199,54978787-AlewifeKendall0
Mattapan-_-0,Mattapan,0,Ashmont - Mattapan,,1,10011000,54219352
Mattapan-_-1,Mattapan,1,Mattapan - Ashmont,,1,10011100,54219350
Orange-3-0,Orange,0,Oak Grove - Forest Hills,,1,10020000,55226768
Orange-8-0,Orange,0,Oak Grove - North Station,Weekends only,3,10020004,55694286
Orange-3-0_70026_70014_0,Orange,0,Oak Grove - North Station,,4,10020099,55327767-GovNorthShuttle0
Orange-3-0_70026_70014_2,Orange,0,Back Bay - Forest Hills,,4,10020099,55327767-GovNorthShuttle2
Orange-3-1,Orange,1,Forest Hills - Oak Grove,,1,10020100,55226893
Orange-8-1,Orange,1,North Station - Oak Grove,Weekends only,3,10020104,55694287
Orange-3-1_70015_70027_0,Orange,1,Forest Hills - Back Bay,,4,10020199,55327889-GovNorthShuttle0
Orange-3-1_70015_70027_2,Orange,1,North Station - Oak Grove,,4,10020199,55327889-GovNorthShuttle2
Green-B-812-0,Green-B,0,Government Center - Boston College,,1,10032000,54540571
Green-B-816-0,Green-B,0,Medford/Tufts - Boston College,Mornings only,3,10032004,54540669
Green-B-816-0_70206_70196_0,Green-B,0,Medford/Tufts - North Station,,4,10032099,54544683-GovtCtrNorthStaParkNorBParkNorC0
Green-B-816-0_70206_70196_2,Green-B,0,Park Street - Boston College,,4,10032099,54544683-GovtCtrNorthStaParkNorBParkNorC2
Green-B-816-0_70206_70202_0,Green-B,0,Medford/Tufts - North Station,,4,10032099,54544683-GovNorthShuttle0
Green-B-816-0_70206_70202_2,Green-B,0,Government Center - Boston College,,4,10032099,54544683-GovNorthShuttle2
Green-B-812-1,Green-B,1,Boston College - Government Center,,1,10032100,54540570
Green-B-816-1,Green-B,1,Boston College - Medford/Tufts,Early mornings only,3,10032104,54540578
Green-B-816-1_70200_70205_0,Green-B,1,Boston College - Park Street,,4,10032199,54544670-GovtCtrNorthStaParkNorBParkNorC0
Green-B-816-1_70200_70205_2,Green-B,1,North Station - Medford/Tufts,,4,10032199,54544670-GovtCtrNorthStaParkNorBParkNorC2
Green-B-816-1_70201_70205_0,Green-B,1,Boston College - Government Center,,4,10032199,54544670-GovNorthShuttle0
Green-B-816-1_70201_70205_2,Green-B,1,North Station - Medford/Tufts,,4,10032199,54544670-GovNorthShuttle2
Green-C-832-0,Green-C,0,Government Center - Cleveland Circle,,1,10033000,54540645
Green-C-836-0,Green-C,0,Medford/Tufts - Cleveland Circle,Mornings only,3,10033004,54540651
Green-C-836-0_70206_70197_0,Green-C,0,Medford/Tufts - North Station,,4,10033099,54544657-GovtCtrNorthStaParkNorBParkNorC0
Green-C-836-0_70206_70197_2,Green-C,0,Park Street - Cleveland Circle,,4,10033099,54544657-GovtCtrNorthStaParkNorBParkNorC2
Green-C-836-0_70206_70202_0,Green-C,0,Medford/Tufts - North Station,,4,10033099,54544657-GovNorthShuttle0
Green-C-836-0_70206_70202_2,Green-C,0,Government Center - Cleveland Circle,,4,10033099,54544657-GovNorthShuttle2
Green-C-832-1,Green-C,1,Cleveland Circle - Government Center,,1,10033100,54540646
Green-C-836-1,Green-C,1,Cleveland Circle - Medford/Tufts,Early mornings only,3,10033104,54540652
Green-C-836-1_70200_70205_0,Green-C,1,Cleveland Circle - Park Street,,4,10033199,54544646-GovtCtrNorthStaParkNorBParkNorC0
Green-C-836-1_70200_70205_2,Green-C,1,North Station - Medford/Tufts,,4,10033199,54544646-GovtCtrNorthStaParkNorBParkNorC2
Green-C-836-1_70201_70205_0,Green-C,1,Cleveland Circle - Government Center,,4,10033199,54544646-GovNorthShuttle0
Green-C-836-1_70201_70205_2,Green-C,1,North Station - Medford/Tufts,,4,10033199,54544646-GovNorthShuttle2
Green-D-855-0,Green-D,0,Union Square - Riverside,,1,10034000,54540743
Green-D-856-0,Green-D,0,Medford/Tufts - Riverside,Weekday mornings only,3,10034004,54540745
Green-D-855-0_70206_70202_0,Green-D,0,Union Square - North Station,,4,10034099,54544848-GovNorthShuttle0
Green-D-855-0_70206_70202_2,Green-D,0,Government Center - Riverside,,4,10034099,54544848-GovNorthShuttle2
Green-D-855-1,Green-D,1,Riverside - Union Square,,1,10034100,54540742
Green-D-856-1,Green-D,1,Riverside - Medford/Tufts,Weekday early mornings only,3,10034104,54540744
Green-D-855-1_70201_70205_0,Green-D,1,Riverside - Government Center,,4,10034199,54544639-GovNorthShuttle0
Green-D-855-1_70201_70205_2,Green-D,1,North Station - Union Square,,4,10034199,54544639-GovNorthShuttle2
Green-E-886-0,Green-E,0,Medford/Tufts - Heath Street,,1,10035000,54540882
Green-E-886-0_70206_70202_0,Green-E,0,Medford/Tufts - North Station,,4,10035099,54545605-GovNorthShuttle0
Green-E-886-0_70206_70202_2,Green-E,0,Government Center - Heath Street,,4,10035099,54545605-GovNorthShuttle2
Green-E-886-1,Green-E,1,Heath Street - Medford/Tufts,,1,10035100,54540667
Green-E-886-1_70201_70205_0,Green-E,1,Heath Street - Government Center,,4,10035199,54545606-GovNorthShuttle0
Green-E-886-1_70201_70205_2,Green-E,1,North Station - Medford/Tufts,,4,10035199,54545606-GovNorthShuttle2
Blue-6-0,Blue,0,Wonderland - Bowdoin,,1,10040000,54025841
Blue-8-0,Blue,0,Orient Heights - Bowdoin,,3,10040004,54025839
Blue-6-1,Blue,1,Bowdoin - Wonderland,,1,10040100,54025840
741-_-0,741,0,South Station - Logan Airport Terminals,,1,10051000,54993687
741-_-1,741,1,Logan Airport Terminals - South Station,,1,10051100,54993689
741-2-1,741,1,Logan Airport Terminals - South Station (Surface Route),Late nights only,3,10051104,54993869
742-_-0,742,0,South Station - Drydock Ave (PM Route),,1,10052000,54993581
742-3-1,742,1,Drydock Ave - South Station (PM - Omits 88 Black Falcon Ave),,1,10052100,54993580
743-_-0,743,0,South Station - Chelsea Station,,1,10053000,54992874
743-_-1,743,1,Chelsea Station - South Station,,1,10053100,54992876
743-1-1,743,1,Chelsea Station - South Station (Surface Route),Late nights only,3,10053104,54993065
751-_-0,751,0,South Station - Nubian Station,,1,10055000,54992771
751-_-1,751,1,Nubian Station - South Station,,1,10055100,54992770
749-_-0,749,0,Temple Place - Nubian Station,,1,10056000,54992599
749-_-1,749,1,Nubian Station - Temple Place,,1,10056100,54992598
746-_-0,746,0,South Station - Silver Line Way,,1,10057000,54992909
746-_-1,746,1,Silver Line Way - South Station,,1,10057100,54992875
CR-Fairmount-dc5eb181-0,CR-Fairmount,0,South Station - Readville via Fairmount,,1,20001000,CR-551297-925
CR-Fairmount-3dfc2722-1,CR-Fairmount,1,Readville - South Station via Fairmount,,1,20001100,CR-551296-926
CR-Fitchburg-979a6935-0,CR-Fitchburg,0,North Station - Wachusett,,1,20002000,CR-569795-429
CR-Fitchburg-ce651dfc-0,CR-Fitchburg,0,North Station - Littleton/Route 495,,2,20002002,CR-569813-413
CR-Fitchburg-008fca34-1,CR-Fitchburg,1,Wachusett - North Station,,1,20002100,CR-569870-410
CR-Fitchburg-472835d4-1,CR-Fitchburg,1,Littleton/Route 495 - North Station,,2,20002102,CR-569951-416
CR-Worcester-38e2728b-0,CR-Worcester,0,South Station - Worcester,,1,20003000,CR-554442-515
CR-Worcester-b38f30d8-0,CR-Worcester,0,South Station - Worcester,,2,20003001,CR-554427-511
CR-Worcester-1d310675-0,CR-Worcester,0,South Station - Worcester,,2,20003002,CR-554475-523
CR-Worcester-e29de795-0,CR-Worcester,0,South Station - Worcester,,2,20003003,CR-554480-551
CR-Worcester-31b7b4bc-0,CR-Worcester,0,South Station - Framingham,,2,20003004,CR-554720-591
CR-Worcester-c7319c64-1,CR-Worcester,1,Worcester - South Station,,1,20003100,CR-551495-508
CR-Worcester-b8da484f-1,CR-Worcester,1,Worcester - South Station,,2,20003101,CR-551292-526
CR-Worcester-74814426-1,CR-Worcester,1,Framingham - South Station,,2,20003102,CR-551303-592
CR-Worcester-efaae72e-1,CR-Worcester,1,Framingham - South Station,,2,20003103,CR-551304-596
CR-Worcester-96ddd717-1,CR-Worcester,1,Worcester - South Station,,2,20003104,CR-551496-506
CR-Worcester-aedc1166-1,CR-Worcester,1,Worcester - South Station,,2,20003105,CR-551622-552
CR-Franklin-e19b0358-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,1,20004000,CR-573507-711
CR-Franklin-52d9daf4-0,CR-Franklin,0,South Station - Foxboro via Back Bay,,1,20004001,CR-574890-761
CR-Franklin-dcca6140-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,2,20004002,CR-573508-725
CR-Franklin-58bf35a6-0,CR-Franklin,0,South Station - Forge Park/495 via Fairmount,,2,20004003,CR-573719-731
CR-Franklin-b0b47532-0,CR-Franklin,0,South Station - Foxboro via Back Bay,,2,20004004,CR-574892-759
CR-Franklin-99bc68e7-0,CR-Franklin,0,South Station - Foxboro via Back Bay,,2,20004005,CR-574910-743
CR-Franklin-efecf2cd-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,1,20004100,CR-573568-726
CR-Franklin-6fb5dbbb-1,CR-Franklin,1,Foxboro - South Station via Back Bay,,1,20004101,CR-573503-754
CR-Franklin-04869814-1,CR-Franklin,1,Foxboro - South Station via Back Bay,,2,20004102,CR-573523-748
CR-Franklin-5d1ddd9e-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,2,20004103,CR-574900-724
CR-Franklin-129210c1-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,2,20004104,CR-573564-700
CR-Franklin-a8c004cf-1,CR-Franklin,1,Foxboro - South Station,,2,20004105,CR-573630-756
CR-Greenbush-6d652c57-0,CR-Greenbush,0,South Station - Greenbush,,1,20005000,CR-554428-083
CR-Greenbush-414eb5a9-1,CR-Greenbush,1,Greenbush - South Station,,1,20005100,CR-551625-094
CR-Haverhill-b1bc288b-0,CR-Haverhill,0,North Station - Haverhill via Reading,,1,20006000,CR-553723-215
CR-Haverhill-b9346825-0,CR-Haverhill,0,North Station - Reading,,2,20006002,CR-569875-285
CR-Haverhill-d8edcefc-0,CR-Haverhill,0,North Station - Haverhill,,2,20006004,CR-553724-217
CR-Haverhill-f38813d4-1,CR-Haverhill,1,Haverhill - North Station via Reading,,1,20006100,CR-553655-214
CR-Haverhill-294b20df-1,CR-Haverhill,1,Reading - North Station,,2,20006102,CR-569929-280
CR-Haverhill-76e7e4ff-1,CR-Haverhill,1,Haverhill - North Station,,2,20006104,CR-551892-204
CR-Kingston-8edf9cf3-0,CR-Kingston,0,South Station - Kingston,,1,20007000,CR-551651-063
CR-Kingston-a80a8fd4-0,CR-Kingston,0,Braintree - Kingston,,2,20007001,CR-551650-065
CR-Kingston-5615f391-1,CR-Kingston,1,Kingston - South Station,,1,20007100,CR-554420-042
CR-Kingston-285ad791-1,CR-Kingston,1,Kingston - Braintree,,2,20007101,CR-554462-064
CR-Lowell-3b023975-0,CR-Lowell,0,North Station - Lowell,,1,20008000,CR-551826-341
CR-Lowell-89fe964c-1,CR-Lowell,1,Lowell - North Station,,1,20008100,CR-551828-342
CR-Middleborough-2507c3b4-0,CR-Middleborough,0,South Station - Middleborough/Lakeville,,1,20009000,CR-554417-029
CR-Middleborough-cd96ff97-1,CR-Middleborough,1,Middleborough/Lakeville - South Station,,1,20009100,CR-551436-002
CR-Needham-8ca06f5a-0,CR-Needham,0,South Station - Needham Heights,,1,20010000,CR-573241-613
CR-Needham-ba733d01-0,CR-Needham,0,Forest Hills - Needham Heights,,2,20010001,CR-573396-633
CR-Needham-31ea698c-1,CR-Needham,1,Needham Heights - South Station,,1,20010100,CR-573242-616
CR-Newburyport-aa00371a-0,CR-Newburyport,0,North Station - Newburyport,,1,20011000,CR-553651-151
CR-Newburyport-a02095c2-0,CR-Newburyport,0,North Station - Rockport,,1,20011001,CR-553654-105
CR-Newburyport-0381770c-0,CR-Newburyport,0,North Station - Beverly,,2,20011003,CR-553691-191
CR-Newburyport-d340fe35-0,CR-Newburyport,0,Salem - Newburyport,,2,20011008,CR-553725-167
CR-Newburyport-ef242f77-0,CR-Newburyport,0,North Station - Rockport,,2,20011009,CR-553666-115
CR-Newburyport-ecafd926-0,CR-Newburyport,0,North Station - Newburyport,,2,20011010,CR-553683-153
CR-Newburyport-2917cd27-0,CR-Newburyport,0,North Station - Rockport,,2,20011011,CR-553684-103
CR-Newburyport-7d8bacee-1,CR-Newburyport,1,Newburyport - North Station,,1,20011100,CR-553649-154
CR-Newburyport-a4d47351-1,CR-Newburyport,1,Rockport - North Station,,1,20011101,CR-553661-106
CR-Newburyport-f8ea0e48-1,CR-Newburyport,1,Beverly - North Station,,2,20011105,CR-553693-192
CR-Newburyport-2d1cfaa0-1,CR-Newburyport,1,Newburyport - North Station,,2,20011108,CR-553648-162
CR-Newburyport-0406c4c6-1,CR-Newburyport,1,Rockport - North Station,,2,20011109,CR-553659-100
CR-Newburyport-ffff0146-1,CR-Newburyport,1,Beverly - North Station,,2,20011110,CR-553696-198
CR-Providence-d29e0167-0,CR-Providence,0,South Station - Stoughton,,1,20012000,CR-573243-877
CR-Providence-6d50e904-0,CR-Providence,0,South Station - Wickford Junction,,1,20012002,CR-574036-833
CR-Providence-f89dd10f-0,CR-Providence,0,South Station - Providence,,2,20012004,CR-574099-1815
CR-Providence-c8a4ba7c-0,CR-Providence,0,South Station - Stoughton,,2,20012006,CR-573259-865
CR-Providence-cecc82f0-0,CR-Providence,0,South Station - Wickford Junction,,2,20012010,CR-574039-827
CR-Providence-c05779ce-0,CR-Providence,0,South Station - Providence,,2,20012011,CR-574041-825
CR-Providence-27226e4a-0,CR-Providence,0,South Station - Providence,,2,20012012,CR-574049-839
CR-Providence-e9d502e6-0,CR-Providence,0,South Station - Wickford Junction,,2,20012013,CR-574061-809
CR-Providence-cc900769-1,CR-Providence,1,Stoughton - South Station,,1,20012100,CR-573244-878
CR-Providence-27135a68-1,CR-Providence,1,Wickford Junction - South Station,,1,20012102,CR-574035-838
CR-Providence-01e4958c-1,CR-Providence,1,Providence - South Station,,2,20012104,CR-574070-818
CR-Providence-dd9f66fe-1,CR-Providence,1,Providence - South Station,,2,20012109,CR-574038-824
CR-Providence-17ac3b3b-1,CR-Providence,1,Wickford Junction - South Station,,2,20012110,CR-574040-830
CR-Providence-52e51656-1,CR-Providence,1,Providence - South Station,,2,20012111,CR-574044-834
CR-Providence-98bdef98-1,CR-Providence,1,Wickford Junction - South Station,,2,20012112,CR-574054-806
Boat-F4-0-0,Boat-F4,0,Long Wharf - Charlestown Navy Yard,,1,30001000,Boat-F4-0630-Long-B-01-Weekday-Fall-22
Boat-F4-0-1,Boat-F4,1,Charlestown Navy Yard - Long Wharf,,1,30001100,Boat-F4-0645-Charlestown-B-01-Weekday-Fall-22
